page_text_First proposal_Second proposal_Third proposal_labels_confidence_definitions
23_"actions based in any way on an AI system should always ultimately be attributable to AI actors corresponding to their role in the life cycle of the AI system"GV.RR-01; GV.RR-02_ID.AM-08_PR.AC-04_accountability; transparency_high_no
23"Appropriate oversight, impact assessment, audit and due diligence mechanisms, including whistle-blowers' protection, should be developed to ensure accountability for AI systems and their impact throughout their life cycle"GV.OV-01; GV.OV-03_ID.RA-05_RS.AN-03_accountability_high_no
23"Public awareness and understanding of AI technologies and the value of data should be promoted through open and accessible education, civic engagement, digital skills and AI ethics training"PR.AT-01; PR.AT-02_GV.OC-02_GV.RR-01_transparency_medium_no
26"Member States should introduce frameworks for impact assessments, such as ethical impact assessment, to identify and assess benefits, concerns and risks of AI systems, as well as appropriate risk prevention, mitigation and monitoring measures"ID.RA-05; ID.RA-06_GV.RM-06_DE.CM-09_data protection_high_no
26"Member States and private sector companies should develop due diligence and oversight mechanisms to identify, prevent, mitigate and account for how they address the impact of AI systems"_GV.OV-01; GV.OV-02_ID.RA-06_RS.MI-01_accountability_high_no
page_text_First proposal_Second proposal_Third proposal_labels_confidence_definitions
26_"AI systems identified as potential risks to human rights should be broadly tested by AI actors, including in real-world conditions if needed"ID.RA-01; ID.RA-05_ID.IM-02_GV.SC-07__high_no
26"enforceable transparency protocols should be implemented, corresponding to the access to information, including information of public interest held by private entities"GV.PO-01; GV.PO-02_RS.CO-03_PR.DS-01_transparency_high_no
26"Member States should implement appropriate measures to monitor all phases of an AI system life cycle, including the functioning of algorithms used for decision-making"DE.CM-09; DE.AE-02_GV.OV-03_ID.AM-08__high_no
26"The assessment should also establish appropriate oversight mechanisms, including auditability, traceability and explainability"GV.OV-03; ID.RA-05_PR.PS-04_RS.AN-07_transparency; accountability_high_no
27"Member States should ensure that governance mechanisms are inclusive, transparent, multidisciplinary, multilateral and multi-stakeholder"GV.OC-02; GV.RR-02_GV.SC-02_GV.RM-05_transparency_medium_no
27"Member States should ensure that harms caused through AI systems are investigated and redressed, by enacting strong enforcement mechanisms and remedial actions"RS.AN-03; RS.MI-01_RC.RP-02_GV.OV-03__high_no
27"The auditability and traceability of AI systems should be promoted"PR.PS-04; DE.CM-09_ID.AM-08_RS.AN-07_transparency; accountability_high_no
27"governance should include aspects of anticipation, and effective protection, monitoring of impact, enforcement and redress"GV.RM-01; GV.OV-01_DE.CM-09_RS.MI-01__high_no
28"Member States should set clear requirements for AI system transparency and explainability so as to help ensure the trustworthiness of the full AI system life cycle"GV.PO-01; GV.PO-02_PR.DS-01_GV.OC-03_transparency_high_no
28"Member States should put in place mechanisms to require AI actors to disclose and combat any kind of stereotyping in the outcomes of AI systems and data"_GV.PO-01; ID.RA-01_DE.AE-02_RS.CO-03_transparency_high_no
page_text_First proposal_Second proposal_Third proposal_labels_confidence_definitions
28_"ultimate responsibility and accountability must always lie with natural or legal persons"GV.RR-01; GV.RR-02_GV.OC-03___high_no
29"Member States should work to develop data governance strategies that ensure the continual evaluation of the quality of training data for AI systems including the adequacy of the data collection and selection processes, proper data security and protection measures"PR.DS-01; PR.DS-02_ID.AM-07_DE.CM-09_data protection_high_no
29"Member States should put in place appropriate safeguards to protect the right to privacy in accordance with international law"PR.DS-01; PR.DS-02_GV.OC-03_PR.AA-05_privacy_high_no
29"Member States should strongly encourage all AI actors, including business enterprises, to follow existing international standards and, in particular, to carry out adequate privacy impact assessments"ID.RA-05; GV.PO-01_GV.OC-03_PR.DS-01_privacy_high_no
29"Privacy should be respected, protected and promoted throughout the life cycle of AI systems"PR.DS-01; PR.DS-02_GV.PO-01_PR.AA-05_privacy_high_no
29"Member States should ensure that individuals retain rights over their personal data and are protected by a framework"PR.AA-05; PR.DS-01_GV.OC-03_GV.PO-01_privacy; data protection_high_no
30"Member States should establish their data policies or equivalent frameworks, or reinforce existing ones, to ensure full security for personal data and sensitive data"GV.PO-01; PR.DS-01_GV.OC-03_PR.AA-05_data protection; privacy_high_no
30"Member States should promote and facilitate the use of quality and robust datasets for training, development and use of AI systems, and exercise vigilance in overseeing their collection and use"ID.AM-07; PR.DS-01_ID.RA-09_DE.CM-09_data protection_high_no
31"when choosing AI methods, given the potential data-intensive or resource-intensive character of some of them and the respective impact on the environment, Member States should ensure that AI actors favour data, energy and resource-efficient AI methods"PR.IR-04; GV.RM-01_ID.RA-05_PR.DS-01__high_no
34"AI systems used in learning should be subject to strict requirements when it comes to the monitoring, assessment of abilities, or prediction of the learners' behaviours"_DE.CM-09; DE.AE-02_PR.DS-01_ID.RA-05__high_no
page_text_First proposal_Second proposal_Third proposal_labels_confidence_definitions
34_"The data handed over to acquire knowledge collected during the learner's interactions with the AI system must not be subject to misuse, misappropriation or criminal exploitation"PR.DS-01; PR.DS-02_PR.AA-05_DE.CM-09_data protection; privacy_high_no
35"Member States should ensure that AI researchers are trained in research ethics and require them to include ethical considerations in their designs, products and publications"PR.AT-02; GV.RR-04_GV.PO-01___high_no
35"Member States should ensure that any future developments with regards to AI technologies should be based on rigorous and independent scientific research"ID.RA-09; ID.IM-01_GV.OV-03___high_no
35"Member States should ensure that AI actors respect and promote freedom of expression as well as access to information with regard to automated content generation, moderation and curation"GV.OC-03; GV.PO-01_PR.AA-05_RS.CO-03_transparency_high_no
37"Member States should ensure that the development and deployment of AI systems related to health is regulated to the effect that they are safe, effective, efficient, scientifically and medically proven"ID.RA-09; GV.PO-01_ID.RA-05_GV.SC-07__high_no
37"Member States should pay particular attention in regulating prediction, detection and treatment solutions for health care in AI applications by: ensuring oversight to minimize and mitigate bias; ensuring that the professional, the patient, caregiver or service user is included as a "domain expert" in the team in all relevant steps when developing the algorithms; paying due attention to privacy"GV.OV-03; PR.DS-01_ID.RA-05_PR.AT-02_privacy_high_no
